"","motive","times"
"6555","The specific motive is unknown; however, a source notes that Alawite-Shiite Muslims, the religious sect to which Syrian president Bashar al-Assad belongs, are predominant in the targeted Ekrima (Akrameh) neighborhood in Homs city.",1
"6556","The specific motive is unknown; however, a source notes that Al-Qa`ida in Iraq is attempting to stoke sectarian strife between Iraq's Sunni and Shia Muslim populations.",1
"6557","The specific motive is unknown, however, a source notes that anti-polio workers have previously been threatened by the Tehrik-i-Taliban Pakistan (TTP), who accuses health workers of being American spies and administering a vaccine that sterilizes Muslims.",1
"6558","The specific motive is unknown; however, a source notes that five days prior to the incident the Zakhakhel Tribal Lashkar seized the Katakanri bunker from the Lashkar-e-Islam (Pakistan) extremist faction.",1
"6559","The specific motive is unknown; however, a source notes that Gopal Ji, spokesperson for the Communist Party of India - Maoist (CPI-Maoist), issued a statement on June 29, 2013, threatening additional intensified attacks unless the Indian government discontinues Operation Greenhunt, an anti-Maoist military offensive campaign.",1
"6560","The specific motive is unknown; however, a source notes that incident occurred amid a recent wave of violence targeting security forces in Sinai following the ouster of former Islamist Egyptian president Mohamed Morsi on July 3, 2013.",1
"6561","The specific motive is unknown; however, a source notes that, in the past, the Abu Sayyaf Group (ASG) has targeted the rubber plantation cooperative for failing to accede to its extortion demands.",1
"6562","The specific motive is unknown; however, a source notes that many Baloch militia groups had recently demanded that people refrain from participating in the Pakistani general elections and threatened violence if these demands were not heeded.",1
"6563","The specific motive is unknown; however, a source notes that one of the victims was a leader in the Sahwa militia, a Sunni group that allied with the United States military in 2006 against Al-Qa`ida.",2
"6564","The specific motive is unknown; however, a source notes that one of the victims was a leader in the Sahwa militia, a Sunni group that allied with the US military in 2006 against Al-Qa`ida.",1
